StoreNumber,OwnershipTypeCode,StreetAddress,City,PostalCode,Latitude,Longitude
48128-261605,Company Owned,1 Nishikujo Toriiguchicho Minami-ku,Kyoto,601-8417,34.982938,135.754654
21975-216645,Company Owned,902 Higashishiokoujicho Karasumadori,Kyoto,600-8216,34.986547,135.757992
25552-241529,Company Owned,101 Kankobokocho Shimogyo-ku,Kyoto,600-8009,35.003922,135.759282
30530-93075,Company Owned,721-1 Higashishiokojicho,Kyoto,600-8216,34.987389,135.759487
30219-44100,Company Owned,902 Higashishiokoujicho,Kyoto,600-8216,34.986516,135.759335
59658-293889,Licensed,8-3 Higashishiokojitakakuracho,Kyoto,600-8214,34.984736,135.759481
1823-137770,Company Owned,651 Mototakedacho,Kyoto,604-8145,35.00505,135.761211
1829-137742,Company Owned,254 Donomaecho Rokkakudori-,Kyoto,604-8134,35.00764,135.759842
30102-18582,Company Owned,85-1 Mikuracho Sanjo-Karasuma-Nishiiru,Kyoto,604-8166,35.008721,135.759344
30064-12102,Company Owned,106 Tachiurinakacho,Kyoto,600-8006,35.003823,135.763894
61403-295839,Company Owned,7 Tachiurihigashicho,Kyoto,600-8005,35.003565,135.76436
24609-238414,Company Owned,Torayacho-chisaki Nakagyo-ku,Kyoto,604-8171,35.010862,135.759605
15361-155464,Company Owned,30 Otabicho 2-chome Shijodori-,Kyoto,600-8002,35.003971,135.768168
30426-81680,Company Owned,421 Sakuranocho,Kyoto,604-8035,35.007626,135.767347
59352-292317,Company Owned,251 Yamazakicho Kawaramachidori,Kyoto,604-8032,35.006956,135.769595
47136-256924,Company Owned,Shijoohashi-higashitsume,Kyoto,605-0075,35.003789,135.772141
30089-13402,Company Owned,113 Nakajimacho,Kyoto,604-8004,35.009109,135.771232
30252-48099,Company Owned,555 Gionmachi-Minamigawa Higashiyama-ku,Kyoto,605-0074,35.003595,135.776124
50128-270177,Company Owned,349 Masuyacho Kodaijiminamidori,Kyoto,605-0826,34.998293,135.780796
27804-248768,Licensed,13 Okazaki-saishojicho Sakyo-ku,Kyoto,606-8342,35.013968,135.780994
23055-227407,Licensed,67 Fukakusatsukamotocho Fushimi-ku,Kyoto,612-8577,34.964509,135.768052
25221-225984,Company Owned,376-1 Kuzetakadacho Minami-ku,Kyoto,601-8601,34.963722,135.707993
63824-298550,Company Owned,376-1 Kuzetakadacho Minami-ku,Kyoto,601-8211,34.963509,135.707047
61009-294902,Company Owned,49-1 Koyamakitakamifusacho Kita-ku,Kyoto,603-8142,35.044975,135.758233
30184-30759,Company Owned,36 Takanonishibirakicho Sakyo-ku,Kyoto,606-8103,35.0409,135.778979
16812-170764,Company Owned,156-1 Moriminami-ouchi,Kumiyama-cho,613-0024,34.892854,135.746058
50030-262443,Company Owned,21-18 Ujirenge,Uji,611-0021,34.89066,135.80705
65200-298828,Company Owned,33-1 Oiwakecho Shimojima,Kameoka,621-0804,35.016732,135.582492
29298-246968,Company Owned,2-20 Kuzuhaasahi,Hirakata,573-1111,34.859675,135.687507
66110-300577,Company Owned,15-1-Z105 Kuzuhahanazonocho,Hirakata,573-1121,34.862076,135.677322
30594-99418,Company Owned,15-1-112 Kuzuhahaanazonocho,Hirakata,573-1121,34.861031,135.677225
57668-290792,Company Owned,21-1 Kinmeidainishi,Yawata,614-8297,34.834654,135.718938
31605-111633,Company Owned,3-1-2 Matsuigaoka,Kyotanabe,610-0353,34.832147,135.728981
64588-296922,Company Owned,12-17 Hacchonawatecho,Takatsuki,569-0096,34.855744,135.630215
30523-93479,Company Owned,1-2 Akutagawacho,Takatsuki,569-1123,34.851689,135.61679
61405-295840,Company Owned,2-1 Konyacho,Takatsuki,569-0804,34.850766,135.618359
53946-286196,Licensed,16-1 Nakamiyahigashinocho,Hirakata,573 1001,34.823342,135.664187
53944-286195,Licensed,6-1 Gotenyama-Minamimachi,Hirakata,573 1193,34.823119,135.657161
15270-158546,Company Owned,1-3-1 Tsujidokandai,Fujisawa,251-0041,35.338021,139.446381
3854-153286,Company Owned,1-27-1 Higashijonan,Oyama,323-0829,36.296955,139.808291
30496-165126,Company Owned,3-3-22 Shiroyamacho Oyama-shi,Tochigi,323-0025,36.315554,139.807018
31677-117276,Company Owned,1475 Kizawa,Oyama,323-0014,36.333186,139.808402
49745-271050,Company Owned,7-1 Yamatocho,Tochigi,328-0037,36.37843,139.733195
1826-137045,Company Owned,3311-1 Yakushiji,Shimotsuke,329-0498,36.398465,139.859759
58241-291592,Company Owned,3720-1 Yakushiji,Shimotsuke,329-0431,36.396125,139.883436
58725-286062,Company Owned,1850 Kawasumi,Chikusei,308-0801,36.323635,139.993243
30471-86763,Company Owned,1324-1 Takahagicho,Sano,327-0821,36.299041,139.606331
30946-103716,Company Owned,2058 Koenacho,Sano,327-0822,36.294291,139.605322
30452-83444,Company Owned,2058 Koenacho,Sano,327-0822,36.292562,139.604795
31081-105578,Company Owned,880 Kitakobayashi,Mibu-machi,321-0293,36.472318,139.8252
1607-137549,Company Owned,972-1 Horigome,Shimotsuma,304-0033,36.189613,139.98984
54327-283605,Licensed,51 Tajimacho,Sano,327-0031,36.299745,139.566369
48129-261607,Company Owned,1-14-4 Shimokomagi,Moka,321-4337,36.432595,139.986398
30489-87903,Company Owned,6-1-1 Interpark,Utsunomiya,321-0118,36.491034,139.906196
19990-203224,Company Owned,4-2-3 Interpark,Utsunomiya,321-0118,36.493836,139.90905
5139-147945,Company Owned,824 Sanshinden Miroku,Hanyu,348-0004,36.180513,139.585782
55861-289398,Company Owned,12-36 Asahicho,Tatebayashi,374-0063,36.251994,139.540928
31042-105210,Company Owned,2-1-1 Chuo,Kuki,346-0003,36.065525,139.677685
28494-245013,Company Owned,3-12-3 Nishimoro,Kanuma,322-0029,36.550887,139.766797
21203-209866,Company Owned,2-24-11 Joto,Utsunomiya,321-0935,36.549592,139.905006
32058-131150,Company Owned,2-281-3 Kawasaki,Hanyu,348-0039,36.143392,139.540915
62665-296748,Company Owned,514-1 Komatsu,Hanyu,348-0037,36.159892,139.526716
49443-269126,Company Owned,2-12-12 Tsuruta,Utsunomiya,320-0857,36.562586,139.855333
15227-158966,Company Owned,6005-1 Shobu Shobucho,Kuki,346-0195,36.075187,139.611627
30499-93320,Company Owned,1-23 Kawamukomachi,Utsunomiya,321-0965,36.560746,139.898238
30561-95838,Company Owned,6-2-1 Yoto,Utsunomiya,321-8555,36.555162,139.928157
30200-36099,Company Owned,237 Imaizumicho,Utsunomiya,321-0962,36.573575,139.900178
50752-263459,Company Owned,911-1 Takebayashimachi,Utsunomiya,321-0974,36.579133,139.897433
65457-295841,Company Owned,254-6 Fukuicho,Ashikaga,326-0338,36.311707,139.446661
31846-123365,Company Owned,366-7 Kakenoue Kamitomatsuricho,Utsunomi,320-0051,36.587807,139.86508
55809-289601,Company Owned,3-23-1 Kenkyugakuen,Tsukuba,305-0817,36.088945,140.074588
32402-137530,Company Owned,1-1-1 Tennodai,Tsukuba,305-8377,36.109117,140.101326
1605-137760,Company Owned,5-19 Kenkyugakuen,Tsukuba,305-0817,36.086714,140.084216
24369-237767,Company Owned,4-12-17 Yuinomori,Utsunomiya,321-3226,36.56806,139.991927
19102-191886,Company Owned,420-1 Shimoyanagi,Kasukabe,344-0122,35.98783,139.78778
32618-282406,Company Owned,2-1-18 Amakubo,Tsukuba,305-0005,36.092545,140.101312
32524-137762,Company Owned,3-20-6 Gakuenminami,Tsukuba,305-0818,36.072556,140.085152
32081-132228,Company Owned,1-1-1 Minami,Kasukabe,344-0064,35.977585,139.755099
18219-188764,Company Owned,4630 Shimotakanezawa,Haga-machi,321-3393,36.574881,140.015925
1838-139192,Company Owned,2-128 Azuma,Tsukuba,305-0031,36.082725,140.111313
30584-98056,Company Owned,1-6-1 Azuma,Tsukuba,305-0031,36.082411,140.111495
30516-93409,Company Owned,81 Ishiharacho,Ota,373-0808,36.294454,139.400656
57413-290215,Company Owned,370 Kawajima,Hasuda,349-0112,35.977854,139.667149
64679-297828,Company Owned,328-1 Komaigicho,Ota,373-0818,36.284829,139.384405
51457-278229,Company Owned,2-6-5 Sakuranosato,Noda,278-0048,35.953895,139.84529
48372-261609,Company Owned,718-1 Nishiyajimacho,Ota,373-0823,36.276318,139.376849
48464-263455,Company Owned,957-1 Futatsunomiya,Ageo,362-0017,35.981417,139.602895
31023-105212,Company Owned,12-2 Inarimae,Tsukuba,305-0061,36.048328,140.128898
49746-271049,Company Owned,893-1 Shimohideya,Okegawa,363-0025,35.998775,139.552175
12989-154665,Company Owned,1 Mizue,Kurashiki,710-0802,34.602753,133.744266
16275-164412,Company Owned,12-3 Kotobukicho,Kurashiki,710-0813,34.603441,133.765271
32391-137533,Company Owned,1-7-1 Achi,Kurashiki,710-0055,34.601201,133.766287
32594-137782,Company Owned,2236-102 Nakashima,Kurashiki,710-0803,34.581634,133.74138
58916-292581,Company Owned,6-1 Sasaoki,Kurashiki,710-0834,34.570557,133.761973
31867-123925,Company Owned,329-1 Nodononishimachi Kita-ku,Okayama,700-0066,34.659455,133.881053
56822-290348,Company Owned,1-4-13 Nakasendo Kita-ku,Okayama,700-0964,34.645914,133.889967
62116-296685,Company Owned,1-1-5 Aoe Kita-ku,Okayama,700-0941,34.637164,133.918207
30860-103115,Company Owned,2-5-1 Shikatacho Kita-ku,Okayama,700-8558,34.650935,133.920635
25752-226764,Company Owned,1-2-1 Shimoishii Kita-ku,Okayama,700-0907,34.661594,133.917932
63825-298548,Company Owned,1-2-1 Shimoishii Kita-ku,Okayama,700-0907,34.662266,133.917757
60075-294371,Company Owned,1-1 Ekimotomachi Kita-ku,Okayama,700-0024,34.665709,133.917507
30391-288782,Company Owned,3 Chika Ichibangai Ekinomotocho,Okayama,700 0024,34.664842,133.918726
31180-106521,Company Owned,1-25-1 Chikkoshinmachi Minami-ku,Okayama,702-8056,34.602663,133.940644
30174-34002,Company Owned,1-11-54 Nakasange Kita-ku,Okayama,700-0821,34.662503,133.928327
18252-183075,Company Owned,124-1 Nishigawara Naka-ku,Okayama,703-8258,34.680559,133.942109
48949-257607,Licensed,1306 Asahimachi,Takahashi,716-0039,34.789038,133.616569
59533-293775,Licensed,3-1-1 Isegaoka,Fukuyama,721-0915,34.502661,133.42338
18466-186351,Company Owned,6-2-14 Minamizaocho,Fukuyama,721-0973,34.500185,133.400897
9100-151045,Company Owned,3-1-25 Irifunecho,Fukuyama,720-8523,34.486502,133.377527
57690-290349,Company Owned,4-12-12 Tajimecho,Fukuyama,720-0824,34.466992,133.377153
51783-279367,Company Owned,30-1 Sannomarucho,Fukuyama,720-0066,34.48949,133.362891
59204-293437,Licensed,104 Ekiyachochikata,Fukuyama,720-1133,34.543097,133.31895
65282-298829,Company Owned,1000-1 Kawanabe,Tsuyama,708-0842,35.064867,134.045627
12970-154767,Company Owned,1-1-1 Kasumicho,Yamagata,990-0039,38.248709,140.327977
27390-247464,Company Owned,3-9-24 Hakusan,Yamagata,990-2446,38.225501,140.320315
14878-154766,Company Owned,2-7-28 Mamigasaki,Yamagata,990-0810,38.281422,140.331343
17066-172464,Company Owned,1800 Aoyagi,Yamagata,990-2292,38.299997,140.345972
22159-218284,Company Owned,4-4-1 Hagatownkita,Tendo,994-0000,38.336178,140.362403
55198-275513,Company Owned,2-13-27 Kasuga,Yonezawa,992-0044,37.923235,140.106704
32802-136924,Company Owned,6-5-1 Teraoka Izumi-ku,Sendai,981-3287,38.342915,140.83541
30193-32682,Company Owned,2-2-2 Kokubuncho Aoba-ku,Sendai,980-0803,38.26242,140.869497
32692-137044,Company Owned,3-11-15 Ichibancho Aoba-ku,Sendai,980-8546,38.262253,140.871783
53555-281731,Company Owned,1-8-7 Dainohara Aoba-ku,Sendai,981-0911,38.283317,140.872625
62379-296428,Company Owned,1-1-1 Katsura Izumi-ku,Sendai,981-3134,38.332742,140.864595
30261-45361,Company Owned,2-5-3 Chuo Aoba-ku,Sendai,980-0021,38.261626,140.876863
52755-282984,Company Owned,7-20-3 Nagamachi Taihaku-ku,Sendai,982-0011,38.225194,140.876539
30418-81502,Company Owned,7-20-3 Nagamachi Taihaku-ku,Sendai,982-0011,38.226127,140.877185
18659-190085,Company Owned,4-2-1 Onoda Taihaku-ku,Sendai,982-0014,38.213938,140.877064
30361-75781,Company Owned,1-3-1 Chuo Aoba-ku,Sendai,980-6102,38.262586,140.881062
30157-31100,Company Owned,1-1-1 Chuo Aoba-ku,Sendai,980-0021,38.259185,140.881688
32691-290122,Company Owned,1-2-3 Chuo Aoba-ku,Sendai,980-8484,38.261956,140.881706
28481-247625,Company Owned,1-1-1 Chuo Aoba-ku,Sendai,980-8487,38.259475,140.883088
30327-66740,Company Owned,1-2-10 Tsutsujigaoka Miyagino-ku,Sendai,983-0852,38.259512,140.885774
30370-76564,Company Owned,1-4-1 Izumichuo Izumi-ku,Sendai,981-3133,38.32353,140.882265
30455-84907,Company Owned,1-33-1 Oshimizu,Tomiya,981-3329,38.364532,140.875003
22224-218866,Company Owned,3-10 Takadamacho Izumi-ku,Sendai,981-3116,38.318181,140.893774
31561-291195,Company Owned,5-3-1 Sekinoshita,Mori,981-1227,38.164632,140.89658
5066-146485,Licensed,4-14-1 Higashisendai Miyagino-ku,Sendai,983-0833,38.27627,140.908269
57559-290035,Company Owned,70-5 Yachi Minamiyanome,Fukushima,960-0012,37.788624,140.452672
49062-266828,Licensed,3-3-28 Nanaironosato Wakabayashi-ku,Sendai,984-0032,38.238237,140.930048
62272-293108,Company Owned,1-70 Rokuchonome-nakamachi,Sendai,984-0012,38.251136,140.936796
15436-161245,Company Owned,1-1 Sakaemachi,Fukushima,960-8031,37.75387,140.460293
63254-297314,Company Owned,3-1-1 Shinnakamichi,Rifu-cho,981-0114,38.322787,140.970539
63256-297315,Company Owned,3-1-1 Shinnakamichi,Rifu-cho,981-0114,38.322864,140.971043
61464-294583,Company Owned,3-20-4 Chuo,Rifu-cho,981-0104,38.327356,140.976398
26436-236764,Licensed,2-4-3 Chuo,Tagajo,985-0873,38.291965,141.005044
31845-118605,Company Owned,1 Hikarigaoka,Fukushima,960-1247,37.689992,140.47127
60759-290553,Company Owned,18 Namiuchihama Matsushima,Matsushima-cho,981-0213,38.36777,141.060432
51303-278008,Company Owned,2-3-15 Furukawaasahi,Osaki,989-6117,38.566073,140.972125
55430-285940,Company Owned,3-30 Kamihatamachi,Tsuruoka,997-0032,38.736233,139.82961
27144-154892,Company Owned,24-6 Suehirocho,Hakodate,040-0053,41.766558,140.715399
62247-296852,Company Owned,24-1 Honcho,Hakodate,040-0011,41.789736,140.75197
58753-291042,Company Owned,46-1 Kamedahoncho,Hakodate,041-0813,41.803711,140.735066
18018-180146,Licensed,85-1 Ishikawacho,Hakodate,041-0802,41.830926,140.735906
12894-153725,Company Owned,1-505 Mototokushige Midori-ku,Nagoya,458-8570,35.094831,136.999133
47564-255633,Company Owned,2-201 Kamiasahi Midori-ku,Nagoya,458-0016,35.091796,136.973782
51849-277386,Company Owned,"1 Sonote, Akaikecho",Nisshin,470-0126,35.117962,137.022657
30568-95839,Company Owned,3-9 Denjiyama Narumicho Midori-ku,Nagoya,458-0844,35.094344,136.959037
62216-296042,Licensed,Togochuo Tochikukakuseiri,Togo-cho,470-0162,35.100089,137.046157
63551-295477,Company Owned,2 Kutsukakecho Jusanzuka,Toyoake,470-1101,35.060026,137.021235
61444-295676,Company Owned,Togochuo Tochikukakuseiri,Togo-cho,470-0162,35.098317,137.048231
63085-296746,Company Owned,2-1 Hirojicho Ishizaka Showa-ku,Nagoya,466-0834,35.136878,136.962739
53255-284372,Company Owned,4-201-3 Kaguyama,Nisshin,470-0134,35.143694,137.026425
32398-131151,Company Owned,2-450 Minamiodaka Midori-ku,Nagoya,459-8016,35.052793,136.947617
32399-131152,Company Owned,2-450 Minamiodaka Midori-ku,Nagoya,459-8016,35.05265,136.947617
58724-292506,Company Owned,70-1 Nakajima Miyoshicho,Miyoshi,470-0224,35.093619,137.074436
8044-151046,Company Owned,Furocho Chikusa-ku,Nagoya,464-8601,35.155038,136.963895
30456-294604,Company Owned,16-50 Hoshigaokamotomachi Chikusa-ku,Nagoya,464-0802,35.160742,136.985611
31157-106520,Company Owned,2-2306 Takenoyama,Nisshin,470-0131,35.156867,137.033846
31694-117704,Company Owned,1 Kawasumi Mizuhocho Mizuho-ku,Nagoya,467-8602,35.139273,136.935727
50734-271047,Company Owned,1-1-1 Higashiyamatori Chikusa-ku,Nagoya,464-0807,35.163991,136.963949
1877-143965,Company Owned,4-2-1 Ayuchitori Syowa-ku,Nagoya,466-0027,35.149267,136.933326
30429-82208,Company Owned,1-1 Suemoridori Chikusa-ku,Nagoya,464-0821,35.166605,136.952134
15101-154348,Company Owned,3-401 Hiiragiyamacho,Obu,474-0053,35.019878,136.953007
30167-30941,Company Owned,901-1 Todaya,Nagakute,480-1124,35.172459,137.038498
19750-198745,Company Owned,14-8 Kanokoden Chikusa-ku,Nagoya,464-0021,35.178933,136.975714
31360-107736,Company Owned,170-4 Fujigaoka Meito-ku,Nagoya,465-0032,35.181836,137.021187
50176-273348,Company Owned,Nagakutechuo,Nagakute,480-1100,35.17344,137.05086
30601-99759,Company Owned,2-16-13 Chikusa Chikusa-ku,Nagoya,464-0858,35.162033,136.924621
52833-275514,Company Owned,214 Onda Kamishigeharacho,Chiryu,472-0026,35.004858,137.024225
55562-271406,Licensed,3-15-21 Saki Aoi Higashi-ku,Nagoya,461-0004,35.170642,136.930352
30558-96620,Company Owned,2-1-1 Chiyodabashi Chikusa-ku,Nagoya,464-0011,35.187504,136.969442
29853-252028,Licensed,1-1 Showacho,Kariya,448-8861,34.996698,137.006361
30394-78760,Company Owned,1-21-4 Aoi Higashi-ku,Nagoya,461-0004,35.170638,136.921045
32404-137524,Company Owned,3-31-14 Osu Naka-ku,Nagoya,460-0011,35.158494,136.905781
15930-163351,Company Owned,3-31-10 Sakae Naka-ku,Nagoya,460-0008,35.163516,136.9084
57449-291593,Company Owned,3-29-1 Sakae Naka-ku,Nagoya,460-0008,35.163649,136.907306
30135-24188,Company Owned,4-6-1 Sakae Naka-ku,Nagoya,460-0008,35.169113,136.913027
30980-104568,Company Owned,4-102-3 Yadaminami Higashi-ku,Nagoya,461-0048,35.187502,136.945209
30981-184166,Company Owned,4-102-3 Yadaminami Higashi-ku,Nagoya,461-0048,35.187686,136.945136
13017-155773,Company Owned,3-27-7 Sakae Naka-ku,Nagoya,460-0008,35.165041,136.906949
31312-107028,Company Owned,3-6-1 Sakae Naka-ku,Nagoya,460-0008,35.167112,136.907586
30383-56981,Company Owned,3-19-8 Sakae Naka-ku,Nagoya,460-0008,35.16572,136.904521
30290-62842,Company Owned,18-1 Oyama Nagashinocho,Chiryu,472-0045,34.998216,137.052905
30405-75101,Company Owned,1-11-1 Higashisakura Higashi-ku,Nagoya,461-0005,35.171693,136.909208
53761-285649,Company Owned,2-91-7 Futamatagawa Asahi-ku,Yokohama,241-0821,35.463062,139.531879
53942-286193,Licensed,2-82-1 Tsurugamine Asahi-ku,Yokohama,241-0022,35.474716,139.549757
30422-80300,Company Owned,6-2-1 Ishikawa,Fujisawa,252-0815,35.392771,139.4472
6186-149487,Company Owned,1-17-6 Sotokanda,Chiyoda-ku,101-0021,35.698525,139.771931
32462-138174,Company Owned,1-6-5 Kandasakumacho,Chiyoda-ku,101-0025,35.697918,139.773786
61092-289670,Company Owned,1-2 Kandaawajicho,Chiyoda-ku,101-0063,35.695721,139.76767
30230-38780,Company Owned,3-2 Kandakajicho,Chiyoda-ku,101-0045,35.69336,139.77127
49833-271405,Company Owned,4-3 Kandasurugadai,Chiyoda-ku,101-0062,35.699177,139.765044
51847-274850,Company Owned,3-24-6 Ueno,Taito-ku,110-0005,35.706721,139.773025
30002-9693,Company Owned,2-5 Kandasurugadai,Chiyoda-ku,101-0062,35.700155,139.761877
30096-14432,Company Owned,2-5-5 Kandaogawamachi,Chiyoda-ku,101-0052,35.694227,139.762954
30587-98383,Company Owned,3-1-3 Hongo,Bunkyo-ku,113-8431,35.702072,139.762314
30323-64262,Company Owned,6-2-1 Ueno,Taito-ku,110-0005,35.707876,139.775608
57149-290120,Company Owned,3-2-1 Nihonbashimuromachi,Chuo-ku,103-0022,35.687802,139.772533
20618-197787,Licensed,1-9-7 Otemachi,Chiyoda-ku,100-8109,35.68799,139.765812
30046-11599,Company Owned,2-4-5 Nihonbashihoncho,Chuo-ku,103-0023,35.68717,139.775314
60464-293432,Company Owned,2-7 Kandajinbocho,Chiyoda-ku,101-0051,35.695386,139.757864
55288-280046,Company Owned,2-3-1 Otemachi,Chiyoda-ku,100-0004,35.68698,139.767031
30101-18602,Company Owned,1-8-1 Otemachi,Chiyoda-ku,100-0004,35.687719,139.764429
1824-138169,Company Owned,1-3-1 Otemachi,Chiyoda-ku,100-6801,35.688465,139.762993
30402-72844,Company Owned,1-7-2 Otemachi,Chiyoda-ku,100-0004,35.687118,139.765306
30207-27697,Company Owned,6-15-1 Ueno,Taito-ku,110-0005,35.711189,139.775935
30022-11535,Company Owned,4-1-4 Hongo,Bunkyo-ku,113-0033,35.707945,139.760763
30408-80342,Company Owned,1-6-1 Otemachi,Chiyoda-ku,100-0004,35.686414,139.764899
30017-9923,Company Owned,3-6-7 Nihonbashiningyocho,Chuo-ku,103-0013,35.687091,139.78134
30050-11638,Company Owned,1-7-1 Nihonbashimuromachi,Chuo-ku,103-0022,35.684758,139.77481
30070-12772,Company Owned,1-1-1. Hitotsubashi,Chiyoda-ku,100-0003,35.691163,139.757295
30330-68643,Company Owned,7-1-1 Ueno,Taito-ku,110-0005,35.712136,139.776615
30431-81983,Company Owned,2-2-1 Otemachi,Chiyoda-ku,100-0004,35.684664,139.767058
32400-137539,Company Owned,1-3-61 Koraku,Bunkyo-ku,112-8575,35.70299,139.754816
31643-115274,Company Owned,1-7-12 Marunouchi,Chiyoda-ku,100-0005,35.683723,139.768556
30444-81172,Company Owned,1-9-1 Marunouchi,Chiyoda-ku,100-0005,35.683317,139.769023
60109-293559,Company Owned,1-6-4 Marunouchi,Chiyoda-ku,100-0005,35.683678,139.766192
65203-298647,Licensed,7-1-1 Ueno,Taito-ku,110-0005,35.714036,139.777335
30108-18601,Company Owned,1-2-1 Kudankita,Chiyoda-ku,102-0073,35.695833,139.752227
4180-294605,Licensed,1-9-1 Marunouchi,Chiyoda-ku,100-0005,35.682039,139.768625
30912-103477,Company Owned,1-13-12 Kudankita,Chiyoda-ku,102-0073,35.695659,139.751147
55267-280756,Company Owned,2-5-1 Nihonbashi,Chuo-ku,103-6105,35.681423,139.773283
31676-117284,Company Owned,1-5-1 Marunouchi,Chiyoda-ku,100-0005,35.68254,139.76431
49847-271410,Company Owned,1-9-1 Marunouchi,Chiyoda-ku,100-0005,35.681789,139.76697
17832-175845,Company Owned,8-22 Uenokoen,Taito-ku,110-0007,35.715794,139.773701
30477-81170,Company Owned,1-1-1 Kasuga,Bunkyo-ku,112-0003,35.70688,139.752714
30460-81171,Company Owned,3-10-9 Iidabashi,Chiyoda-ku,102-0072,35.701084,139.750302
67030-301742,Company Owned,3-1 Kokyogaien,Chiyoda-ku,100-0002,35.682947,139.761238
31131-105829,Company Owned,7-3-1 Hongo,Bunkyo-ku,113-8654,35.713686,139.759562
51903-280044,Company Owned,1-9-1 Marunouchi,Chiyoda-ku,100-0005,35.680493,139.768987
16213-160126,Licensed,1-9-1 Marunouchi,Chiyoda-ku,100-0005,35.680371,139.767718
58344-292507,Licensed,1-9-1 Marunouchi,Chiyoda-ku,100-0005,35.680306,139.767562
30392-74801,Company Owned,2-4-1 Marunouchi,Chiyoda-ku,100-6509,35.681014,139.764021
30139-26027,Company Owned,1-4-14 Koraku,Bunkyo-ku,112-0004,35.703488,139.749613
30003-9832,Company Owned,2-1 Yaesu,Chuo-ku,104-0028,35.679557,139.771312
30024-11538,Company Owned,2-5-2 Marunouchi,Chiyoda-ku,100-0005,35.679789,139.763546
57398-291511,Company Owned,2-7-2 Marunouchi,Chiyoda-ku,100-7001,35.679396,139.764766
30537-94655,Company Owned,5-1 Higashicho,Fussa,197-0021,35.742869,139.328107
32121-133170,Company Owned,237-3 Hirai,Hinode-machi,190-0182,35.734909,139.275544
32122-294078,Company Owned,237-3 Hirai,Hinode-machi,190-0812,35.734825,139.275041
31387-107969,Company Owned,1-1-3 Enoki,Musashimurayama,208-0022,35.746074,139.384913
56711-290640,Company Owned,1-1-3 Enoki,Musashimurayama,208-0022,35.746239,139.384516
1852-142237,Company Owned,1-11-7 Wakabacho,Tachikawa,190-0001,35.720334,139.436738
48562-263836,Company Owned,3-2-3 Enoki,Musashimurayama,208-0022,35.751071,139.38776
55432-288394,Company Owned,2-1-18 Nishikoigakubo,Kokubunji,185-0013,35.699802,139.466066
53753-277383,Company Owned,3-1-1 Honcho,Kokubunji,185-0012,35.700701,139.480132
30337-69863,Company Owned,623 Takane,Mizuho-cho,190-1203,35.784698,139.348302
32469-138173,Company Owned,6-9-4 Shinmachi,Ome,198-0024,35.794188,139.31572
22398-220728,Company Owned,6-14-29 Honcho,Koganei,184-0004,35.701001,139.507039
23190-228550,Company Owned,1746 Kaminakaimachi,Takasaki,370-0851,36.32158,139.033765
15784-159164,Company Owned,938 Niiborimachi,Maebashi,379-2143,36.329378,139.098041
31573-111625,Company Owned,2-1-1 Bunkyocho,Maebashi,371-0801,36.379047,139.078186
32082-132227,Company Owned,849-1 Gomyo,Kamisato-machi,369-0317,36.255997,139.119773
32146-133165,Company Owned,820 Gomyo,Kamisato-machi,369-0317,36.254694,139.11908
23116-225664,Company Owned,3430-6 Miyakomachi,Isesaki,372-0801,36.331133,139.159299
1393-141129,Company Owned,368 Nishiobokatacho,Isesaki,379-2224,36.338456,139.234989
55564-288390,Company Owned,952-11 Niibori,Kumagaya,360-0841,36.180584,139.326241
30289-63508,Company Owned,2-115 Tsukuba,Kumagaya,360-0037,36.139927,139.390251
31132-105828,Company Owned,2806-1 Haneo,Namegawamachi,355-0811,36.058541,139.370572
7114-148412,Company Owned,4-3 Azumacho,Higashimatsuyama,355-0048,36.005089,139.409871
31607-111634,Company Owned,1397-1 Inariyama Yamane,Hidaka,350-1241,35.921255,139.322349
27928-246965,Licensed,1-3-21 Yahata,Sakado,350-0223,35.958301,139.403058
57138-291040,Company Owned,327-6 Miyazawa,Hanno,357-0001,35.872284,139.32997
30210-48119,Company Owned,11-21 Nakamachi,Hanno,357-0038,35.850939,139.319662
12466-154664,Company Owned,3-1 Nishi 4-chome Kita 6-jo Kita-ku,Sapporo,060-0806,43.068144,141.349645
30448-76566,Company Owned,5 Kita 5-jo Nishi 2-chome Chuo-ku,Sapporo,060-0005,43.06782,141.350839
22577-222645,Company Owned,7 Kita 5-jo Nishi 5-chome Chuo-ku,Sapporo,060-0005,43.067232,141.348382
20310-204724,Company Owned,5 Kita 5-jo Nishi 2-chome Chuo-ku,Sapporo,060-0005,43.068061,141.352397
61076-293557,Company Owned,1 Kita 3-jo Nishi 3-chome Chuo-ku,Sapporo,060-0003,43.065448,141.351177
30316-68360,Company Owned,Kita 1-jo Nishi 4-chome Chuo-ku,Sapporo,060-0001,43.062971,141.351084
30357-73982,Company Owned,5 Nishi 2-chome Minami 1-jo Chuo-ku,Sapporo,060-0061,43.059114,141.35482
32429-135586,Company Owned,3 Minami 1-jo Nishi3-chome Chuo-ku,Sapporo,060-0061,43.05869,141.353522
30409-78927,Company Owned,28 Kita 8-jo Nishi 14-chome Chuo-ku,Sapporo,060-0008,43.069122,141.33233
30787-102682,Company Owned,2-20 Kita7-jo Higashi 9-chome,Sapporo,065-8518,43.071491,141.371127
31918-125766,Company Owned,Minami 1-jo Nishi 16-chome Chuo-ku,Sapporo,060-8543,43.055133,141.333418
