StoreNumber,OwnershipTypeCode,StreetAddress,City,PostalCode,Latitude,Longitude
60093-294306,Company Owned,1-1 Ofukacho Kita-ku,Osaka,530-0011,34.704643,135.496118
14914-151566,Company Owned,3-1-3 Umeda Kita-ku,Osaka,530-8217,34.703123,135.495955
60090-294305,Company Owned,1-1 Ofukacho Kita-ku,Osaka,530-0011,34.704939,135.496938
18778-195164,Company Owned,4-104 Akanedaira,Ishinomaki,986-0866,38.447805,141.265138
58178-291744,Company Owned,10-30 Shinbashi,Ishinomaki,986-0878,38.439884,141.287842
48546-263835,Company Owned,55-1 Yamanome-dorota,Ichinoseki,021-0055,38.937842,141.111913
26429-238805,Company Owned,1-1-3 Shinsenrihigashimachi,Toyonaka,560-0082,34.808115,135.494447
16929-169546,Company Owned,12-38 Higashiterauchicho,Toyonaka,561-0871,34.775587,135.49577
28853-249249,Company Owned,1-1-2 Tsukumodai,Suita,565-0862,34.793264,135.509615
30500-87864,Company Owned,1-7-22 Nishijuku,Minoh,562-0034,34.832654,135.489518
48279-262441,Licensed,3-10-1 Senriyamahigashi,Suita,0,34.773943,135.510921
30474-88502,Company Owned,4-2-50 Furuedai,Suita,565-0874,34.819625,135.509369
18459-178924,Company Owned,2-17-5 Yamadahigashi,Suita,565-0821,34.798454,135.526067
1842-140550,Company Owned,5-5-19 Onoharanishi,Minoh,562-0032,34.830466,135.512423
31560-111248,Company Owned,2-15 Yamadaoka,Suita,565-0871,34.819278,135.528354
25547-241534,Company Owned,2-1 Senribanpakukoen,Suita,565-0826,34.805022,135.535318
26866-245932,Company Owned,5-16-1 Nishinakajima Yodogawa-ku,Osaka,532-0011,34.734305,135.501728
30195-238807,Company Owned,"86-4, Matsugamotomachi",Ibaraki,567-0033,34.811402,135.558239
23054-227406,Licensed,2-150 Iwakuracho,Ibaraki,567-8570,34.80949,135.562687
30159-29995,Company Owned,19-19 Chayamachi Kita-ku,Osaka,530-0013,34.708194,135.498873
15366-156404,Company Owned,8-26 Chayamachi Kita-ku,Osaka,530-0013,34.7075,135.499652
29761-255189,Licensed,1-5 Tsurunocho Kita-ku,Osaka,530-0014,34.70649,135.50093
60083-294304,Company Owned,1-1 Ofukacho Kita-ku,Osaka,530-0011,34.704334,135.496891
59575-293113,Company Owned,3-25 Kakudacho Kita-ku,Osaka,530-0017,34.704783,135.500832
61274-295675,Company Owned,8-47 Kakudacho Kita-ku,Osaka,530-0017,34.703766,135.499141
66408-300955,Company Owned,5-15 Kakudacho Kita-ku,Osaka,530-0017,34.704103,135.500294
30035-11558,Company Owned,5-15 Kakutacho Kita-ku,Osaka,530-0017,34.703889,135.499886
30338-68641,Company Owned,1-13 Kagurazaka,Shinjuku-ku,162-0825,35.701987,139.743888
24053-224424,Company Owned,2-10-2 Fujimi,Chiyoda-ku,102-0071,35.699102,139.744032
49045-266827,Company Owned,2-10-2 Fujimi,Chiyoda-ku,102-0071,35.698684,139.743745
30077-12778,Company Owned,2-1 Agebacho,Shinjuku-ku,162-0824,35.702004,139.743107
16940-174304,Company Owned,1-9-2 Kagurazaka,Shinjuku-ku,162-0825,35.700389,139.742449
30112-13529,Company Owned,2 Gobancho,Chiyoda-ku,102-0076,35.69117,139.735665
30535-95309,Company Owned,5-1 Ichigayahonmuracho,Shinjuku-ku,162-8853,35.692568,139.730816
30029-11543,Company Owned,3-2-5 Kojimachi,Chiyoda-ku,102-0083,35.684264,139.739053
51426-253134,Licensed,1-1-5 Sendagi,Bunkyo-ku,113-8603,35.720854,139.75938
16189-167325,Company Owned,1-5-25 Yotsuya,Shinjuku-ku,160-0004,35.686182,139.730126
30465-86682,Company Owned,3-1-1 Okaido,Matsuyama,790-0004,33.841421,132.770518
49155-267192,Company Owned,4-4-1 Minatomachi,Matsuyama,790-0012,33.835584,132.764157
31625-111624,Company Owned,7-1-29 Minatomachi,Matsuyama,790-0012,33.835225,132.758273
53786-286004,Company Owned,1-10-12 Dogomachi,Matsuyama,790-0843,33.850332,132.784965
19731-201525,Company Owned,1-4-12 Chuo,Matsuyama,791-8015,33.854158,132.753398
25523-241265,Company Owned,3-7-28 Furukawakita,Matsuyama,790-0942,33.810428,132.765347
49064-266833,Licensed,3-1-13 Noda,Toon,791-0216,33.795125,132.833469
32593-297114,Licensed,850 Tsutsui,Masaki-cho,791-3120,33.78691,132.715287
28480-250728,Company Owned,1-1 Nigiwaihiroba,Imabari,794-0068,34.04381,132.962115
13073-156087,Company Owned,8-8 Maedacho,Niihama,792-0007,33.954131,133.268899
20221-204226,Licensed,3-1 Aoyamacho,Kure,737-0023,34.239691,132.565529
30556-95543,Company Owned,5-10 Takaramachi,Kure,737-0029,34.242457,132.555792
30525-93809,Company Owned,6-1-15 Ujinahigashi Minami-ku,Hiroshima,734-0003,34.362563,132.468531
28482-247631,Company Owned,459-2 Miyajimacho,Hatsukaichi,739-0588,34.297845,132.32057
31629-187289,Company Owned,1-2-3 Kasumi Minami-ku,Hiroshima,734-8551,34.380393,132.479179
32311-136746,Company Owned,2-224-7 Minamimachi Minami-ku,Hiroshima,734-0007,34.376183,132.46353
29752-255187,Company Owned,5661 Takayachokodani,Higashihiroshima,739-2121,34.432016,132.836686
17072-172465,Company Owned,2-3-1 Danbarahinode Minami-ku,Hiroshima,732-0818,34.386862,132.484692
30529-95646,Company Owned,2-1-1 Osu,Fuchu-cho,735-0021,34.394444,132.498965
48950-257388,Licensed,3-1-1 Matsubaracho Minami-ku,Hiroshima,732-0822,34.395829,132.47644
60116-294307,Company Owned,5-1 Ebisucho Naka-ku,Hiroshima,730-0021,34.392989,132.465147
59212-293428,Company Owned,2-1 Shintenchi Naka-ku,Hiroshima,730-0035,34.392117,132.462604
52523-282405,Company Owned,"1-2, Matsubaracho Minami-ku",Hiroshima,732-0822,34.397682,132.475952
30250-50859,Company Owned,9-1 Hondori Naka-ku,Hiroshima,730-0035,34.392315,132.461419
30279-55639,Company Owned,2-11-10 Otemachi Naka-ku,Hiroshima,730-0051,34.390444,132.455547
30232-31099,Company Owned,Kamiyacho Naka-ku,Hiroshima,730-0031,34.394025,132.457175
49704-269132,Licensed,2-1-45 Ogi Nishi-ku,Hiroshima,733-0831,34.37286,132.406865
30585-98859,Company Owned,2-26-1 Kusatsushinmachi Nishi-ku,Hiroshima,733-0834,34.373171,132.394943
26263-237766,Company Owned,2-2-1 Shimohera,Hatsukaichi,738-0023,34.34591,132.335267
1858-143104,Company Owned,293 Kamihera,Hatsukaichi,738-0026,34.365579,132.31824
52919-283604,Company Owned,4-1-1 Ishiuchihigashi Saeki-ku,Hiroshima,731-5162,34.408794,132.396564
1845-141327,Company Owned,3-2-1 Gion Asaminami-ku,Hiroshima,731-0196,34.444421,132.461408
21200-209865,Company Owned,1-4-8 Hadaminamimachi,Kochi,780-0026,33.576675,133.542085
64750-298918,Company Owned,1-4-8 Hadaminamimachi,Kochi,780-0026,33.576098,133.542332
26242-236936,Company Owned,2-2-14 Obiyamachi,Kochi,780-0841,33.560261,133.53681
31815-119925,Company Owned,1-9-39 Azonokitamachi,Kochi,781-0011,33.578818,133.553312
32080-132226,Company Owned,2-13-28 Ushioshinmachi,Kochi,780-8008,33.548711,133.550928
55869-286194,Licensed,90-1 Minamigoza,Kochi,780-0084,33.566757,133.562925
30126-13534,Company Owned,2-6-1 Tokumaru,Itabashi-ku,175-0083,35.769626,139.661078
30821-102810,Company Owned,30-1 Oyaguchikamicho,Itabashi-ku,173-0032,35.749474,139.691761
30084-144064,Company Owned,3-46-4 Shimorenjaku,Mitaka,181-0013,35.702453,139.560201
61638-294372,Company Owned,5-19-10 Shinmachi,Nishitokyo,202-0023,35.712151,139.533379
30468-81169,Company Owned,6-4-1 Roppongi,Minato-ku,106-0032,35.661606,139.729538
30469-77187,Company Owned,6-10-1 Roppongi,Minato-ku,106-0032,35.660459,139.728816
32468-138170,Company Owned,6-10-1 Roppongi,Minato-ku,106-6108,35.660406,139.728681
30136-22302,Company Owned,7-14-1 Roppongi,Minato-ku,106-0032,35.664026,139.731139
49775-269133,Company Owned,9-7-2 Akasaka,Minato-ku,107-0052,35.664906,139.730658
30604-143764,Licensed,6-11-1 Roppongi,Minato-ku,106-0032,35.658598,139.731895
21847-215665,Company Owned,1-4-5 Roppongi,Minato-ku,106-0032,35.66552,139.739346
30006-9852,Company Owned,1-12-32 Akasaka,Minato-ku,107-6090,35.667769,139.740381
30380-37179,Company Owned,5-4-27 Minamiaoyama,Minato-ku,107-0062,35.661431,139.71441
30175-33819,Company Owned,2-17-1 Akasaka,Minato-ku,107-0052,35.671263,139.739232
55273-286614,Company Owned,1-2-3 Kitaaoyama,Minato-ku,107-0061,35.673096,139.723491
32408-137346,Company Owned,5-3-1 Akasaka,Minato-ku,107-6302,35.672976,139.736699
30430-78924,Company Owned,5-14-5 Hiroo,Shibuya-ku,150-0012,35.650416,139.721804
30015-9921,Company Owned,2-26-3 Minamiaoyama,Minato-ku,107-0062,35.669975,139.717367
62133-295222,Company Owned,4-1-1 Toranomon,Minato-ku,105-6901,35.664679,139.745115
51833-267934,Company Owned,1-8-1 Akasaka,Minato-ku,107-0052,35.669896,139.742368
30100-13422,Company Owned,2-11-1 Nagatacho,Chiyoda-ku,100-0014,35.673278,139.740242
30041-11580,Company Owned,3-6-17 Kitaaoyama,Minato-ku,107-0061,35.664686,139.711618
30042-11581,Company Owned,5-10-1 Minamiaoyama,Minato-ku,107-0062,35.662804,139.711004
30074-12773,Company Owned,2-3-17 Toranomon,Minato-ku,105-0001,35.668537,139.746507
15501-162425,Company Owned,4-3-4 Jingumae,Shibuya-ku,150-0001,35.666553,139.710874
32287-136747,Company Owned,2-13-10 Nagatacho,Chiyoda-ku,100-0014,35.676078,139.738535
30127-25987,Company Owned,3-21-20 Akasaka,Minato-ku,107-0052,35.677263,139.73565
32660-135585,Company Owned,3-2-5 Kasumigaseki,Chiyoda-ku,100-6003,35.670875,139.747002
60099-290551,Company Owned,1-17-1 Toranomon,Minato-ku,105-6401,35.667574,139.750393
49505-248775,Company Owned,2-9-8 Shibuya,Shibuya-ku,150-0002,35.660562,139.707051
25524-241267,Company Owned,1-2 Kioicho,Chiyoda-ku,102-0094,35.67911,139.736851
24160-236184,Company Owned,1-18-14 Ebisu,Shibuya-ku,150-0013,35.647298,139.714656
30058-11718,Company Owned,1-1-23 Toranomon,Minato-ku,105-0001,35.670398,139.750027
57714-291043,Company Owned,4-12-10 Jinguumae,Shibuya-ku,150-0001,35.667827,139.707433
30086-14230,Company Owned,2-15-1 Shibuya,Shibuya-ku,150-0002,35.658662,139.705219
30088-15593,Company Owned,3-11-7 Shibuya,Shibuya-ku,150-0002,35.656247,139.705715
61631-294308,Company Owned,34 Shinanomachi,Shinjuku-ku,160-0016,35.680079,139.71967
17070-167326,Company Owned,4-30-3 Jingumae,Shibuya-ku,150-0001,35.668645,139.705994
30011-9917,Company Owned,"1-8-6, Jingumae",Shibuya-ku,150-0001,35.670002,139.706232
52192-278231,Company Owned,2-21-1 Shibuya,Shibuya-ku,150-8509,35.659004,139.703559
32774-136926,Company Owned,6-17-11 Jingumae,Shibuya-ku,150-0001,35.665861,139.703679
30533-94918,Company Owned,1-5-5 Ebisuminami,Shibuya-ku,150-0022,35.646674,139.710452
24270-236938,Company Owned,1-5-5 Ebisuminami,Shibuya-ku,150-0022,35.646309,139.710659
58751-292663,Company Owned,1-23-16 Shibuya,Shibuya-ku,150-0002,35.662067,139.702668
30005-9834,Company Owned,2-2-3 Uchisaiwaicho,Chiyoda-ku,100-0011,35.67027,139.754297
31650-286272,Company Owned,35 Shinanomachi,Shinjuku-ku,160-8582,35.681949,139.718573
56326-290216,Company Owned,3-21-3 Shibuya,Shibuya-ku,150-0002,35.657528,139.702544
61466-293716,Company Owned,6-20-10 Jingumae,Shibuya-ku,150-0001,35.662605,139.701946
58494-291194,Licensed,2-24-12 Shibuya,Shibuya-ku,150-6111,35.658389,139.70208
1820-144366,Company Owned,4-20-3 Ebisu,Shibuya-ku,150-6003,35.642487,139.713369
30113-20139,Company Owned,1-2-10 Ebisuminami,Shibuya-ku,150-0022,35.64606,139.707762
30242-49479,Company Owned,1-6-1 Bandai Chuo-ku,Niigata,950-0088,37.916652,139.055995
64587-297675,Company Owned,2-1 Shironomaecho,Ibaraki,567-0014,34.83664,135.575287
16818-163924,Company Owned,1-5 Masago-tamashimadai,Ibaraki,567-0850,34.799675,135.582845
31284-107111,Company Owned,1-18 Dainichi-higashimachi,Moriguchi,570-0016,34.749072,135.579661
56811-290790,Company Owned,1-1 Kawaharacho,Moriguchi,570-0038,34.735992,135.566256
32498-137784,Licensed,31-17 Korishinmachi,Neyagawa,572-0085,34.784577,135.630079
55461-289332,Company Owned,19-19 Okahigashicho,Hirakata,573-0032,34.816216,135.64846
28779-244577,Licensed,12-2 Okahigashicho,Hirakata,573-0032,34.815865,135.6498
30012-9918,Company Owned,3-11-6 Shinjuku,Shinjuku-ku,160-0022,35.69207,139.706326
60680-295076,Company Owned,3-1-24 Shinjuku,Shinjuku-ku,160-0022,35.690337,139.70548
60057-293163,Company Owned,2-5-12 Shinjuku,Shinjuku-ku,160-0022,35.689554,139.707443
60909-295244,Company Owned,11 Naitomachi,Shinjuku-ku,160-0014,35.683851,139.711306
32242-135149,Company Owned,3-39-9 Sendagaya,Shibuya-ku,151-0051,35.678105,139.705882
57407-267935,Company Owned,1-24-1 Toyama,Shinjuku-ku,162-8644,35.705793,139.717083
30171-31120,Company Owned,1-25-32 Takadanobaba,Shinjuku-ku,169-0075,35.71225,139.706625
30018-9924,Company Owned,2-14-4 Yotsuya,Shinjuku-ku,160-0004,35.687568,139.723401
61098-292760,Company Owned,1-14-30 Jingumae,Shibuya-ku,150-0001,35.670737,139.703423
32729-138162,Company Owned,1-18-22 Jingumae,Shibuya-ku,150-0001,35.669831,139.702813
66244-300765,Company Owned,1-4-1 Mejiro,Toshima-ku,171-0031,35.72108,139.706753
30476-86766,Company Owned,1-12-10 Jinnan,Shibuya-ku,150-0041,35.663567,139.701043
30137-15493,Company Owned,1-7-5 Jinnan,Shibuya-ku,150-0041,35.664048,139.699192
26972-246305,Company Owned,1-21-3 Jinnan,Shibuya-ku,150-0041,35.661461,139.700522
59316-291747,Company Owned,15-1 Udagawacho,Shibuya-ku,150-0042,35.662025,139.698784
30605-14431,Licensed,21-6 Udagawacho,Shibuya-ku,150-0042,35.659798,139.700383
30008-9914,Company Owned,2-25-6 Dogenzaka,Shibuya-ku,150-0043,35.660214,139.696567
56364-290253,Company Owned,1-2-3 Dogenzaka,Shibuya-ku,150 0043,35.657667,139.700453
30118-13424,Company Owned,1-12-3 Dogenzaka,Shibuya-ku,150-0043,35.657817,139.697761
58955-293204,Company Owned,16-15 Sarugakucho,Shibuya-ku,150-0034,35.649119,139.700115
15807-164745,Licensed,17-5 Sarugakucho,Shibuya-ku,150-0033,35.649008,139.700029
54923-288532,Company Owned,2-19-23 Aobadai,Meguro-ku,153-0042,35.649184,139.692612
30328-41180,Company Owned,3-1-3 Kamimeguro,Meguro-ku,153-0051,35.645327,139.697609
29760-255188,Licensed,1-22-10 Kamimeguro,Meguro-ku,153-0051,35.644482,139.699211
30347-70982,Company Owned,2-1-1 Kamimeguro,Meguro-ku,153-0051,35.643493,139.698495
21302-210705,Company Owned,2-27-7 Ikejiri,Setagaya-ku,154-0001,35.649159,139.683384
31866-123924,Company Owned,1-1 Idaigaoka Hasamamachi,Yufu,879-5593,33.209858,131.535035
56123-290031,Company Owned,5-1-5 Namba Chuo-ku,Osaka,542-8510,34.664285,135.500516
57409-290032,Company Owned,3-2-18 Namba Chuo-ku,Osaka,542-0076,34.666168,135.501641
59313-293112,Company Owned,1-2-3 Minatomachi Naniwa-ku,Osaka,556-0017,34.66673,135.495933
30266-55599,Company Owned,2-2-3 Nanba Chuo-ku,Osaka,542-0076,34.667605,135.499871
30803-102740,Licensed,1-8-19 Dotonbori Chuo-ku,Osaka,542-0071,34.668646,135.501444
15991-167327,Company Owned,1-6-14 Nishishinsaibashi Chuo-ku,Osaka,542-0086,34.672102,135.498692
47219-257385,Company Owned,1-4-3 Nishishinsaibashi Chuo-ku,Osaka,542-0086,34.673359,135.499905
62485-295399,Company Owned,1-8-3 Shinsaibashisuji Chuo-ku,Osaka,542-0085,34.673863,135.500974
30244-41182,Company Owned,1-1-18 Kitahorie Nishi-ku,Osaka,550-0014,34.673662,135.496893
32737-138808,Company Owned,3-chome Minamisenba Chuo-ku,Osaka,542-0081,34.675223,135.502636
59314-292758,Company Owned,7 Nagahori Chikagai,Osaka,542-0081,34.675316,135.498297
24130-235724,Company Owned,3-11-10 Minamisenba Chuo-ku,Osaka,542-0081,34.676094,135.501164
59166-292665,Company Owned,4-1-15 Kyutaromachi Chuo-ku,Osaka,541-0056,34.680602,135.500242
30443-84826,Company Owned,1-3-18 Awaza Nishi-ku,Osaka,550-0011,34.68119,135.497056
30082-12911,Company Owned,1-8-12 Honmachi Chuo-ku,Osaka,541-0053,34.683805,135.506876
30072-12692,Company Owned,4-2-12 Honmachi Chuo-ku,Osaka,541-0053,34.683435,135.500309
30103-19400,Company Owned,2-2-22 Tanimachi Chuo-ku,Osaka,540-0012,34.686339,135.517583
30602-99932,Company Owned,1-1 Tenmabashikyomachi Chuo-ku,Osaka,540-0032,34.689938,135.516958
32525-138157,Company Owned,4-1-1 Imabashi Chuo-ku,Osaka,541-0042,34.690913,135.500631
49050-266832,Company Owned,5-1-1 Kajinocho,Koganei,184-0002,35.701569,139.52456
30586-98860,Company Owned,2533 Kazahaya Hisaimyojincho,Tsu,514-1101,34.682995,136.46499
31415-108430,Company Owned,716 Fujikata,Tsu,514-0815,34.683269,136.517915
55405-289269,Company Owned,145 Takajayakomoricho,Tsu,514-0817,34.670285,136.5177
50255-273737,Company Owned,772-31 Kawaimachi,Matsusaka,515-0818,34.579327,136.518785
16242-169545,Company Owned,1223 Nakamura,Meiwa-cho,515-0343,34.581455,136.612924
15263-157904,Company Owned,538 Kogicho,Ise,516-0007,34.505886,136.722343
66322-300841,Company Owned,1850 Shijukucho,Iga,518-0823,34.747749,136.134927
62498-296923,Company Owned,37-4 Ujiimazaikecho Nakakashuraku,Ise,516-0024,34.461025,136.723262
53720-274849,Company Owned,1-1-4 Yurakucho,Chiyoda-ku,100-0006,35.673463,139.759004
30052-11639,Company Owned,7-2-22 Ginza,Chuo-ku,104-0061,35.671222,139.760326
23460-230450,Company Owned,1-10-1 Yurakucho,Chiyoda-ku,100-0006,35.67508,139.761633
30389-80324,Company Owned,1-10-1 Yurakucho,Chiyoda-ku,100-0006,35.674892,139.76202
1841-139924,Company Owned,5-1saki Ginza,Chuo-ku,104-0061,35.67277,139.762233
30204-44102,Company Owned,3-3-1 Marunouchi,Chiyoda-ku,100-0005,35.677472,139.762619
61633-294584,Company Owned,1-11-1 Yurakucho,Chiyoda-ku,100-0006,35.675705,139.762853
3677-139064,Company Owned,2-6-1 Marunouchi,Chiyoda-ku,100-6990,35.67909,139.76286
61029-295396,Company Owned,4-1-2 Ginza,Chuo-ku,104-0061,35.672845,139.763298
18721-191887,Licensed,2-9 Yurakucho,Chiyoda-ku,100-0006,35.674939,139.763603
53676-285938,Licensed,269-1 Kakogawacho-Jikemachi,Kakogawa,675-0066,34.771037,134.835216
25220-240245,Company Owned,308-1 Hojochohojo,Kasai,675-2312,34.930224,134.829032
18926-178926,Company Owned,188-1 Ekimaecho,Himeji,670-0927,34.827569,134.69027
49437-269125,Company Owned,222 Tofumachi,Himeji,670-0914,34.827099,134.688904
24474-238101,Company Owned,3-3 Miyake Shikama-ku,Himeji,672-8048,34.809157,134.680845
31574-111628,Company Owned,236 Ebisu Shikama-ku,Himeji,672-8057,34.803768,134.671406
24269-236937,Company Owned,2560 Hosoe Shikama-ku,Himeji,672-8064,34.798651,134.668715
30571-95304,Company Owned,2-5 Otsucho Otsu-ku,Himeji,671-1146,34.806674,134.606459
51155-277380,Licensed,2-28-2 Miyukidori,Shunan,745-0034,34.05127,131.803067
50464-274847,Company Owned,2405-1 Kamishinden,Ina,396-0012,35.828816,137.968959
27803-248770,Company Owned,2-47 Okahonmachi,Takayama,506-0054,36.14288,137.246996
1844-141128,Company Owned,645-1 Kakiki Shida,Kai,400-0107,35.684582,138.485416
1846-141328,Company Owned,44-2 Hasunuma Hiroomote,Akita,010-8543,39.730073,140.149327
23152-228246,Company Owned,4-5-20 Higashi-dori,Akita,010-0003,39.713049,140.143136
30464-86760,Company Owned,7-2-1 Nakadori,Akita,010-8530,39.717612,140.128671
49638-269131,Company Owned,7-1-2 Nakadori,Akita,010-0001,39.716657,140.129158
52476-277384,Company Owned,14-18 Hodono-teppomachi,Akita,010-0913,39.724783,140.108838
30610-100068,Company Owned,1-1-1 Goshonojizoden,Akita,010-1413,39.663593,140.160593
32792-137351,Company Owned,177 Tsubotate Wago,Daisen,014-0033,39.437541,140.511747
58341-292504,Company Owned,1-6-21 Jori,Yokote,013-0060,39.309343,140.556689
30345-71381,Company Owned,1-12-2 Nihonbashikayabacho,Chuo-ku,103-0025,35.67942,139.780728
30209-34681,Company Owned,3-7-3 Ginza,Chuo-ku,104-0061,35.672285,139.767596
30117-21601,Company Owned,2-4-12 Kyobashi,Chuo-ku,104-0031,35.676514,139.769564
27439-247626,Company Owned,2-2-1 Kyobashi,Chuo-ku,104-0031,35.677271,139.769667
24052-222644,Company Owned,4-4-7 Ayumino,Izumi,594-1157,34.437203,135.448047
30097-15503,Company Owned,1-2-16 Edohori Nishi-ku,Osaka,550-0002,34.691585,135.496348
32396-137535,Company Owned,639-1 Furugen,Yomitanson,904-0314,26.369597,127.746473
1341-139045,Company Owned,813-1 Kamiseido,Chatan-cho,904-0101,26.328341,127.770601
30377-78761,Company Owned,16-2 Mihama,Chatan-cho,904-0115,26.316214,127.757816
30764-100398,Company Owned,8-3 Mihama,Chatan-cho,904-0115,26.314532,127.756777
31417-108697,Company Owned,1-5-11 Mihama,Chatan-cho,904-0115,26.31374,127.760825
26383-237765,Company Owned,1 raikamu,Kitanakagusuku-son,901-2300,26.314225,127.797302
30562-96699,Company Owned,450-1 Esu,Uruma,904-2244,26.353061,127.825847
58242-289732,Company Owned,393-1 Toyohara,Uruma,904-2233,26.3437,127.854909
24048-230447,Company Owned,216-2 Ojana,Ginowan,901-2225,26.269554,127.734468
58500-290951,Company Owned,3-1-1 Irijima,Urasoe,901-2123,26.262284,127.698268
